H1 RESULTS
depth         ,expanded_nodes         ,max_fringe_size     ,branching factor
9             ,11                     ,9                   ,1.305
13            ,30                     ,26                  ,1.299
13            ,48                     ,32                  ,1.347
1             ,2                      ,3                   ,2.0
7             ,8                      ,8                   ,1.346
9             ,22                     ,19                  ,1.41
15            ,92                     ,62                  ,1.352
13            ,55                     ,36                  ,1.361
7             ,8                      ,6                   ,1.346
11            ,13                     ,12                  ,1.263
1             ,2                      ,3                   ,2.0
7             ,10                     ,11                  ,1.389
19            ,400                    ,230                 ,1.371
7             ,9                      ,10                  ,1.369
5             ,6                      ,7                   ,1.431
9             ,17                     ,14                  ,1.37
15            ,68                     ,47                  ,1.325
15            ,138                    ,90                  ,1.389
3             ,4                      ,6                   ,1.587
13            ,102                    ,71                  ,1.427
7             ,10                     ,11                  ,1.389
3             ,4                      ,6                   ,1.587
9             ,18                     ,18                  ,1.379
7             ,8                      ,6                   ,1.346
9             ,17                     ,16                  ,1.37
5             ,6                      ,7                   ,1.431
7             ,11                     ,9                   ,1.409
9             ,10                     ,9                   ,1.292
3             ,4                      ,4                   ,1.587
9             ,13                     ,14                  ,1.33
11            ,26                     ,21                  ,1.345
15            ,71                     ,47                  ,1.329
1             ,2                      ,3                   ,2.0
5             ,6                      ,7                   ,1.431
5             ,6                      ,7                   ,1.431
9             ,22                     ,19                  ,1.41
9             ,16                     ,17                  ,1.361
11            ,19                     ,15                  ,1.307
5             ,6                      ,7                   ,1.431
11            ,33                     ,29                  ,1.374
9             ,11                     ,11                  ,1.305
9             ,12                     ,12                  ,1.318
9             ,12                     ,12                  ,1.318
7             ,11                     ,11                  ,1.409
21            ,789                    ,476                 ,1.374
5             ,7                      ,7                   ,1.476
7             ,11                     ,9                   ,1.409
11            ,29                     ,24                  ,1.358
7             ,8                      ,8                   ,1.346
11            ,24                     ,18                  ,1.335
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
11            ,30                     ,24                  ,1.362
5             ,6                      ,7                   ,1.431
9             ,22                     ,19                  ,1.41
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
3             ,4                      ,4                   ,1.587
9             ,20                     ,18                  ,1.395
9             ,12                     ,12                  ,1.318
13            ,82                     ,58                  ,1.404
3             ,4                      ,4                   ,1.587
9             ,13                     ,12                  ,1.33
15            ,121                    ,81                  ,1.377
7             ,8                      ,8                   ,1.346
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
9             ,11                     ,11                  ,1.305
9             ,14                     ,13                  ,1.341
17            ,192                    ,125                 ,1.362
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
5             ,6                      ,5                   ,1.431
5             ,6                      ,7                   ,1.431
7             ,13                     ,14                  ,1.443
9             ,13                     ,12                  ,1.33
3             ,4                      ,6                   ,1.587
13            ,36                     ,27                  ,1.317
13            ,29                     ,26                  ,1.296
5             ,6                      ,7                   ,1.431
3             ,4                      ,4                   ,1.587
3             ,4                      ,6                   ,1.587
1             ,2                      ,3                   ,2.0
9             ,16                     ,14                  ,1.361
9             ,23                     ,20                  ,1.417
9             ,22                     ,19                  ,1.41
9             ,13                     ,12                  ,1.33
1             ,2                      ,3                   ,2.0
7             ,13                     ,14                  ,1.443
5             ,7                      ,7                   ,1.476
7             ,13                     ,14                  ,1.443
9             ,21                     ,18                  ,1.403
7             ,15                     ,13                  ,1.472
15            ,123                    ,79                  ,1.378
5             ,6                      ,7                   ,1.431
7             ,10                     ,11                  ,1.389
9             ,14                     ,14                  ,1.341
9             ,10                     ,9                   ,1.292
7             ,8                      ,8                   ,1.346
11            ,28                     ,21                  ,1.354
7             ,11                     ,9                   ,1.409
7             ,12                     ,11                  ,1.426
7             ,8                      ,8                   ,1.346
13            ,111                    ,70                  ,1.437
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
13            ,95                     ,67                  ,1.419
5             ,6                      ,7                   ,1.431
5             ,6                      ,7                   ,1.431
9             ,13                     ,10                  ,1.33
5             ,7                      ,7                   ,1.476
9             ,16                     ,13                  ,1.361
13            ,29                     ,24                  ,1.296
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
11            ,39                     ,30                  ,1.395
7             ,11                     ,11                  ,1.409
11            ,21                     ,18                  ,1.319
7             ,9                      ,10                  ,1.369
7             ,9                      ,10                  ,1.369
5             ,6                      ,7                   ,1.431
5             ,6                      ,7                   ,1.431
7             ,11                     ,11                  ,1.409
7             ,10                     ,11                  ,1.389
1             ,2                      ,3                   ,2.0
5             ,6                      ,7                   ,1.431
7             ,10                     ,11                  ,1.389
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
3             ,4                      ,4                   ,1.587
9             ,13                     ,14                  ,1.33
5             ,6                      ,7                   ,1.431
3             ,4                      ,4                   ,1.587
11            ,47                     ,31                  ,1.419
9             ,15                     ,11                  ,1.351
5             ,6                      ,7                   ,1.431
5             ,6                      ,5                   ,1.431
7             ,12                     ,11                  ,1.426
7             ,9                      ,8                   ,1.369
7             ,10                     ,11                  ,1.389
9             ,21                     ,15                  ,1.403
13            ,84                     ,58                  ,1.406
5             ,7                      ,7                   ,1.476
7             ,8                      ,8                   ,1.346
7             ,8                      ,8                   ,1.346
1             ,2                      ,3                   ,2.0
9             ,19                     ,15                  ,1.387
5             ,7                      ,7                   ,1.476
3             ,4                      ,6                   ,1.587
3             ,4                      ,6                   ,1.587
3             ,4                      ,4                   ,1.587
7             ,10                     ,11                  ,1.389
3             ,4                      ,4                   ,1.587
3             ,4                      ,6                   ,1.587
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
9             ,14                     ,13                  ,1.341
7             ,8                      ,8                   ,1.346
7             ,9                      ,10                  ,1.369
13            ,39                     ,28                  ,1.326
7             ,10                     ,10                  ,1.389
5             ,7                      ,7                   ,1.476
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
5             ,6                      ,7                   ,1.431
5             ,6                      ,5                   ,1.431
7             ,9                      ,10                  ,1.369
13            ,50                     ,39                  ,1.351
7             ,10                     ,11                  ,1.389
9             ,14                     ,13                  ,1.341
11            ,19                     ,17                  ,1.307
5             ,6                      ,5                   ,1.431
5             ,6                      ,7                   ,1.431
11            ,27                     ,21                  ,1.349
15            ,69                     ,44                  ,1.326
11            ,14                     ,13                  ,1.271
5             ,6                      ,5                   ,1.431
13            ,94                     ,67                  ,1.418
13            ,47                     ,34                  ,1.345
11            ,19                     ,15                  ,1.307
11            ,30                     ,25                  ,1.362
3             ,4                      ,4                   ,1.587
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
5             ,7                      ,7                   ,1.476
7             ,8                      ,8                   ,1.346
13            ,75                     ,56                  ,1.394
13            ,32                     ,22                  ,1.306
7             ,15                     ,12                  ,1.472
13            ,37                     ,29                  ,1.32
7             ,8                      ,8                   ,1.346
13            ,39                     ,30                  ,1.326
9             ,22                     ,19                  ,1.41
11            ,24                     ,19                  ,1.335
3             ,4                      ,6                   ,1.587
9             ,11                     ,9                   ,1.305
7             ,9                      ,10                  ,1.369
17            ,434                    ,263                 ,1.429
17            ,291                    ,177                 ,1.396
5             ,6                      ,7                   ,1.431
11            ,27                     ,19                  ,1.349
3             ,4                      ,6                   ,1.587
7             ,11                     ,11                  ,1.409
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
13            ,38                     ,29                  ,1.323
5             ,7                      ,7                   ,1.476
3             ,4                      ,6                   ,1.587
5             ,7                      ,7                   ,1.476
9             ,16                     ,13                  ,1.361
9             ,14                     ,12                  ,1.341
3             ,4                      ,4                   ,1.587
9             ,14                     ,12                  ,1.341
7             ,8                      ,8                   ,1.346
9             ,17                     ,17                  ,1.37
13            ,25                     ,20                  ,1.281
13            ,55                     ,39                  ,1.361
9             ,17                     ,14                  ,1.37
5             ,7                      ,7                   ,1.476
1             ,2                      ,3                   ,2.0
7             ,10                     ,11                  ,1.389
7             ,8                      ,8                   ,1.346
7             ,12                     ,11                  ,1.426
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
11            ,47                     ,36                  ,1.419
9             ,16                     ,14                  ,1.361
7             ,15                     ,12                  ,1.472
5             ,6                      ,7                   ,1.431
11            ,27                     ,21                  ,1.349
9             ,23                     ,20                  ,1.417
5             ,6                      ,7                   ,1.431
5             ,6                      ,5                   ,1.431
7             ,15                     ,12                  ,1.472
3             ,4                      ,6                   ,1.587
7             ,10                     ,11                  ,1.389
7             ,8                      ,8                   ,1.346
7             ,11                     ,11                  ,1.409
7             ,10                     ,11                  ,1.389
15            ,69                     ,51                  ,1.326
9             ,14                     ,14                  ,1.341
5             ,6                      ,7                   ,1.431
average depth ,average expanded nodes ,average fringe size
7.708         ,24.04                  ,18.592              ,1.431
H3 RESULTS
depth         ,expanded_nodes         ,max_fringe_size     ,branching factor
13            ,45                     ,32                  ,1.34
11            ,26                     ,19                  ,1.345
9             ,12                     ,12                  ,1.318
1             ,2                      ,3                   ,2.0
3             ,4                      ,6                   ,1.587
1             ,2                      ,3                   ,2.0
7             ,8                      ,8                   ,1.346
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
7             ,10                     ,10                  ,1.389
11            ,16                     ,13                  ,1.287
5             ,6                      ,7                   ,1.431
1             ,2                      ,3                   ,2.0
7             ,11                     ,11                  ,1.409
9             ,12                     ,12                  ,1.318
11            ,17                     ,16                  ,1.294
1             ,2                      ,3                   ,2.0
5             ,6                      ,7                   ,1.431
13            ,71                     ,43                  ,1.388
7             ,13                     ,12                  ,1.443
9             ,11                     ,11                  ,1.305
3             ,4                      ,6                   ,1.587
9             ,11                     ,11                  ,1.305
15            ,131                    ,88                  ,1.384
11            ,23                     ,16                  ,1.33
9             ,17                     ,15                  ,1.37
11            ,23                     ,19                  ,1.33
9             ,20                     ,16                  ,1.395
15            ,93                     ,61                  ,1.353
7             ,10                     ,11                  ,1.389
9             ,22                     ,19                  ,1.41
7             ,9                      ,8                   ,1.369
7             ,9                      ,8                   ,1.369
7             ,8                      ,6                   ,1.346
5             ,7                      ,7                   ,1.476
5             ,6                      ,7                   ,1.431
9             ,10                     ,9                   ,1.292
1             ,2                      ,3                   ,2.0
5             ,6                      ,7                   ,1.431
9             ,12                     ,12                  ,1.318
11            ,15                     ,13                  ,1.279
9             ,15                     ,15                  ,1.351
7             ,15                     ,12                  ,1.472
9             ,14                     ,13                  ,1.341
7             ,8                      ,8                   ,1.346
5             ,6                      ,7                   ,1.431
5             ,7                      ,7                   ,1.476
5             ,6                      ,7                   ,1.431
13            ,60                     ,43                  ,1.37
5             ,6                      ,5                   ,1.431
7             ,13                     ,14                  ,1.443
7             ,8                      ,6                   ,1.346
15            ,98                     ,66                  ,1.358
11            ,16                     ,13                  ,1.287
3             ,4                      ,6                   ,1.587
13            ,97                     ,67                  ,1.422
3             ,4                      ,4                   ,1.587
9             ,12                     ,12                  ,1.318
9             ,12                     ,12                  ,1.318
5             ,6                      ,7                   ,1.431
7             ,11                     ,11                  ,1.409
9             ,14                     ,12                  ,1.341
9             ,13                     ,13                  ,1.33
15            ,105                    ,72                  ,1.364
7             ,9                      ,10                  ,1.369
7             ,11                     ,11                  ,1.409
7             ,15                     ,13                  ,1.472
9             ,21                     ,15                  ,1.403
3             ,4                      ,6                   ,1.587
9             ,22                     ,19                  ,1.41
11            ,40                     ,33                  ,1.398
7             ,10                     ,10                  ,1.389
3             ,4                      ,6                   ,1.587
3             ,4                      ,6                   ,1.587
11            ,36                     ,27                  ,1.385
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
13            ,63                     ,53                  ,1.375
5             ,6                      ,7                   ,1.431
1             ,2                      ,3                   ,2.0
5             ,6                      ,7                   ,1.431
11            ,26                     ,24                  ,1.345
7             ,11                     ,11                  ,1.409
13            ,54                     ,40                  ,1.359
13            ,33                     ,25                  ,1.309
11            ,39                     ,32                  ,1.395
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
7             ,13                     ,12                  ,1.443
5             ,6                      ,5                   ,1.431
13            ,44                     ,35                  ,1.338
11            ,14                     ,13                  ,1.271
9             ,10                     ,9                   ,1.292
7             ,15                     ,12                  ,1.472
3             ,4                      ,6                   ,1.587
11            ,22                     ,18                  ,1.324
11            ,18                     ,17                  ,1.301
3             ,4                      ,6                   ,1.587
11            ,23                     ,20                  ,1.33
7             ,11                     ,9                   ,1.409
15            ,149                    ,98                  ,1.396
9             ,17                     ,16                  ,1.37
7             ,8                      ,8                   ,1.346
3             ,4                      ,6                   ,1.587
1             ,2                      ,3                   ,2.0
13            ,44                     ,32                  ,1.338
5             ,6                      ,7                   ,1.431
7             ,8                      ,8                   ,1.346
9             ,15                     ,11                  ,1.351
11            ,30                     ,25                  ,1.362
9             ,16                     ,13                  ,1.361
5             ,7                      ,7                   ,1.476
1             ,2                      ,3                   ,2.0
9             ,13                     ,12                  ,1.33
5             ,6                      ,5                   ,1.431
5             ,7                      ,7                   ,1.476
5             ,6                      ,7                   ,1.431
7             ,12                     ,11                  ,1.426
9             ,10                     ,9                   ,1.292
11            ,27                     ,21                  ,1.349
7             ,11                     ,11                  ,1.409
3             ,4                      ,6                   ,1.587
7             ,10                     ,11                  ,1.389
9             ,13                     ,10                  ,1.33
1             ,2                      ,3                   ,2.0
7             ,13                     ,12                  ,1.443
11            ,14                     ,12                  ,1.271
3             ,4                      ,6                   ,1.587
11            ,22                     ,21                  ,1.324
9             ,17                     ,16                  ,1.37
13            ,31                     ,22                  ,1.302
9             ,13                     ,13                  ,1.33
9             ,13                     ,13                  ,1.33
7             ,8                      ,6                   ,1.346
7             ,9                      ,8                   ,1.369
11            ,43                     ,29                  ,1.408
7             ,10                     ,11                  ,1.389
3             ,4                      ,6                   ,1.587
11            ,23                     ,19                  ,1.33
7             ,15                     ,13                  ,1.472
9             ,17                     ,16                  ,1.37
13            ,25                     ,19                  ,1.281
9             ,12                     ,12                  ,1.318
15            ,140                    ,86                  ,1.39
7             ,10                     ,11                  ,1.389
1             ,2                      ,3                   ,2.0
9             ,13                     ,10                  ,1.33
9             ,14                     ,13                  ,1.341
5             ,7                      ,7                   ,1.476
17            ,140                    ,85                  ,1.337
7             ,9                      ,10                  ,1.369
7             ,8                      ,8                   ,1.346
5             ,6                      ,7                   ,1.431
9             ,12                     ,12                  ,1.318
9             ,23                     ,19                  ,1.417
9             ,19                     ,15                  ,1.387
9             ,12                     ,12                  ,1.318
9             ,15                     ,13                  ,1.351
1             ,2                      ,3                   ,2.0
3             ,4                      ,6                   ,1.587
9             ,23                     ,20                  ,1.417
5             ,6                      ,7                   ,1.431
5             ,6                      ,7                   ,1.431
7             ,8                      ,8                   ,1.346
9             ,12                     ,12                  ,1.318
9             ,13                     ,12                  ,1.33
1             ,2                      ,3                   ,2.0
9             ,10                     ,9                   ,1.292
9             ,17                     ,17                  ,1.37
3             ,4                      ,6                   ,1.587
3             ,4                      ,6                   ,1.587
19            ,470                    ,294                 ,1.382
13            ,57                     ,40                  ,1.365
7             ,8                      ,6                   ,1.346
7             ,10                     ,11                  ,1.389
5             ,6                      ,7                   ,1.431
7             ,9                      ,10                  ,1.369
5             ,7                      ,7                   ,1.476
9             ,21                     ,18                  ,1.403
11            ,12                     ,10                  ,1.253
9             ,12                     ,12                  ,1.318
1             ,2                      ,3                   ,2.0
11            ,30                     ,24                  ,1.362
7             ,8                      ,8                   ,1.346
7             ,11                     ,9                   ,1.409
11            ,40                     ,27                  ,1.398
5             ,6                      ,7                   ,1.431
11            ,18                     ,15                  ,1.301
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
7             ,10                     ,11                  ,1.389
9             ,12                     ,12                  ,1.318
1             ,2                      ,3                   ,2.0
13            ,68                     ,47                  ,1.383
11            ,36                     ,27                  ,1.385
7             ,8                      ,8                   ,1.346
11            ,19                     ,14                  ,1.307
7             ,13                     ,14                  ,1.443
11            ,35                     ,29                  ,1.382
3             ,4                      ,6                   ,1.587
9             ,16                     ,14                  ,1.361
11            ,23                     ,19                  ,1.33
7             ,8                      ,8                   ,1.346
11            ,18                     ,14                  ,1.301
9             ,11                     ,11                  ,1.305
7             ,8                      ,8                   ,1.346
9             ,16                     ,13                  ,1.361
17            ,167                    ,105                 ,1.351
9             ,18                     ,14                  ,1.379
11            ,27                     ,23                  ,1.349
7             ,8                      ,8                   ,1.346
5             ,6                      ,7                   ,1.431
5             ,6                      ,7                   ,1.431
7             ,13                     ,14                  ,1.443
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
7             ,9                      ,10                  ,1.369
5             ,6                      ,7                   ,1.431
15            ,55                     ,39                  ,1.306
1             ,2                      ,3                   ,2.0
1             ,2                      ,3                   ,2.0
7             ,11                     ,11                  ,1.409
3             ,4                      ,6                   ,1.587
7             ,13                     ,14                  ,1.443
9             ,11                     ,11                  ,1.305
7             ,10                     ,11                  ,1.389
7             ,12                     ,11                  ,1.426
11            ,43                     ,29                  ,1.408
13            ,41                     ,31                  ,1.331
5             ,7                      ,7                   ,1.476
5             ,6                      ,7                   ,1.431
13            ,94                     ,63                  ,1.418
13            ,53                     ,37                  ,1.357
7             ,8                      ,8                   ,1.346
7             ,10                     ,11                  ,1.389
9             ,12                     ,12                  ,1.318
13            ,72                     ,50                  ,1.39
9             ,10                     ,7                   ,1.292
9             ,10                     ,9                   ,1.292
5             ,6                      ,7                   ,1.431
9             ,14                     ,12                  ,1.341
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
13            ,71                     ,51                  ,1.388
11            ,33                     ,26                  ,1.374
7             ,10                     ,11                  ,1.389
7             ,8                      ,8                   ,1.346
7             ,10                     ,11                  ,1.389
11            ,20                     ,16                  ,1.313
9             ,14                     ,12                  ,1.341
7             ,13                     ,12                  ,1.443
11            ,27                     ,18                  ,1.349
13            ,48                     ,33                  ,1.347
11            ,27                     ,21                  ,1.349
7             ,9                      ,8                   ,1.369
9             ,11                     ,9                   ,1.305
13            ,27                     ,23                  ,1.289
13            ,43                     ,30                  ,1.336
1             ,2                      ,3                   ,2.0
7             ,8                      ,8                   ,1.346
9             ,22                     ,19                  ,1.41
15            ,79                     ,55                  ,1.338
13            ,44                     ,30                  ,1.338
7             ,8                      ,6                   ,1.346
11            ,12                     ,10                  ,1.253
1             ,2                      ,3                   ,2.0
7             ,10                     ,11                  ,1.389
19            ,306                    ,179                 ,1.352
7             ,9                      ,10                  ,1.369
5             ,6                      ,7                   ,1.431
9             ,17                     ,14                  ,1.37
15            ,57                     ,38                  ,1.309
15            ,123                    ,80                  ,1.378
3             ,4                      ,6                   ,1.587
13            ,100                    ,70                  ,1.425
7             ,10                     ,11                  ,1.389
3             ,4                      ,6                   ,1.587
9             ,17                     ,16                  ,1.37
7             ,8                      ,6                   ,1.346
9             ,17                     ,16                  ,1.37
5             ,6                      ,7                   ,1.431
7             ,11                     ,9                   ,1.409
9             ,10                     ,9                   ,1.292
3             ,4                      ,4                   ,1.587
9             ,12                     ,12                  ,1.318
11            ,26                     ,21                  ,1.345
15            ,53                     ,36                  ,1.303
1             ,2                      ,3                   ,2.0
5             ,6                      ,7                   ,1.431
5             ,6                      ,7                   ,1.431
9             ,22                     ,19                  ,1.41
9             ,15                     ,15                  ,1.351
11            ,19                     ,15                  ,1.307
5             ,6                      ,7                   ,1.431
11            ,33                     ,29                  ,1.374
9             ,11                     ,11                  ,1.305
9             ,12                     ,12                  ,1.318
9             ,12                     ,12                  ,1.318
7             ,11                     ,11                  ,1.409
21            ,621                    ,369                 ,1.358
5             ,7                      ,7                   ,1.476
7             ,11                     ,9                   ,1.409
11            ,23                     ,19                  ,1.33
7             ,8                      ,8                   ,1.346
11            ,22                     ,17                  ,1.324
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
11            ,30                     ,25                  ,1.362
5             ,6                      ,7                   ,1.431
9             ,22                     ,19                  ,1.41
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
3             ,4                      ,4                   ,1.587
9             ,20                     ,18                  ,1.395
9             ,12                     ,12                  ,1.318
13            ,79                     ,55                  ,1.399
3             ,4                      ,4                   ,1.587
9             ,13                     ,12                  ,1.33
15            ,117                    ,78                  ,1.374
7             ,8                      ,8                   ,1.346
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
9             ,11                     ,11                  ,1.305
9             ,14                     ,13                  ,1.341
17            ,141                    ,89                  ,1.338
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
5             ,6                      ,5                   ,1.431
5             ,6                      ,7                   ,1.431
7             ,13                     ,14                  ,1.443
9             ,13                     ,12                  ,1.33
3             ,4                      ,6                   ,1.587
13            ,35                     ,26                  ,1.315
13            ,23                     ,19                  ,1.273
5             ,6                      ,7                   ,1.431
3             ,4                      ,4                   ,1.587
3             ,4                      ,6                   ,1.587
1             ,2                      ,3                   ,2.0
9             ,16                     ,14                  ,1.361
9             ,23                     ,20                  ,1.417
9             ,22                     ,19                  ,1.41
9             ,13                     ,12                  ,1.33
1             ,2                      ,3                   ,2.0
7             ,13                     ,14                  ,1.443
5             ,7                      ,7                   ,1.476
7             ,13                     ,14                  ,1.443
9             ,21                     ,18                  ,1.403
7             ,15                     ,13                  ,1.472
15            ,122                    ,79                  ,1.377
5             ,6                      ,7                   ,1.431
7             ,10                     ,11                  ,1.389
9             ,12                     ,12                  ,1.318
9             ,10                     ,9                   ,1.292
7             ,8                      ,8                   ,1.346
11            ,28                     ,21                  ,1.354
7             ,11                     ,9                   ,1.409
7             ,12                     ,11                  ,1.426
7             ,8                      ,8                   ,1.346
13            ,109                    ,69                  ,1.435
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
13            ,95                     ,67                  ,1.419
5             ,6                      ,7                   ,1.431
5             ,6                      ,7                   ,1.431
9             ,13                     ,10                  ,1.33
5             ,7                      ,7                   ,1.476
9             ,16                     ,13                  ,1.361
13            ,22                     ,19                  ,1.268
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
11            ,38                     ,30                  ,1.392
7             ,11                     ,11                  ,1.409
11            ,20                     ,16                  ,1.313
7             ,9                      ,10                  ,1.369
7             ,9                      ,10                  ,1.369
5             ,6                      ,7                   ,1.431
5             ,6                      ,7                   ,1.431
7             ,11                     ,11                  ,1.409
7             ,10                     ,11                  ,1.389
1             ,2                      ,3                   ,2.0
5             ,6                      ,7                   ,1.431
7             ,10                     ,11                  ,1.389
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
3             ,4                      ,4                   ,1.587
9             ,12                     ,12                  ,1.318
5             ,6                      ,7                   ,1.431
3             ,4                      ,4                   ,1.587
11            ,47                     ,31                  ,1.419
9             ,15                     ,11                  ,1.351
5             ,6                      ,7                   ,1.431
5             ,6                      ,5                   ,1.431
7             ,12                     ,11                  ,1.426
7             ,9                      ,8                   ,1.369
7             ,10                     ,11                  ,1.389
9             ,21                     ,15                  ,1.403
13            ,81                     ,57                  ,1.402
5             ,7                      ,7                   ,1.476
7             ,8                      ,8                   ,1.346
7             ,8                      ,8                   ,1.346
1             ,2                      ,3                   ,2.0
9             ,19                     ,15                  ,1.387
5             ,7                      ,7                   ,1.476
3             ,4                      ,6                   ,1.587
3             ,4                      ,6                   ,1.587
3             ,4                      ,4                   ,1.587
7             ,10                     ,11                  ,1.389
3             ,4                      ,4                   ,1.587
3             ,4                      ,6                   ,1.587
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
9             ,14                     ,13                  ,1.341
7             ,8                      ,8                   ,1.346
7             ,9                      ,10                  ,1.369
13            ,36                     ,26                  ,1.317
7             ,10                     ,10                  ,1.389
5             ,7                      ,7                   ,1.476
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
5             ,6                      ,7                   ,1.431
5             ,6                      ,5                   ,1.431
7             ,9                      ,10                  ,1.369
13            ,50                     ,39                  ,1.351
7             ,10                     ,11                  ,1.389
9             ,14                     ,13                  ,1.341
11            ,19                     ,17                  ,1.307
5             ,6                      ,5                   ,1.431
5             ,6                      ,7                   ,1.431
11            ,27                     ,21                  ,1.349
15            ,58                     ,42                  ,1.311
11            ,14                     ,13                  ,1.271
5             ,6                      ,5                   ,1.431
13            ,91                     ,64                  ,1.415
13            ,45                     ,34                  ,1.34
11            ,19                     ,15                  ,1.307
11            ,30                     ,25                  ,1.362
3             ,4                      ,4                   ,1.587
3             ,4                      ,6                   ,1.587
5             ,6                      ,7                   ,1.431
5             ,7                      ,7                   ,1.476
7             ,8                      ,8                   ,1.346
13            ,72                     ,53                  ,1.39
13            ,27                     ,20                  ,1.289
7             ,15                     ,12                  ,1.472
13            ,35                     ,28                  ,1.315
7             ,8                      ,8                   ,1.346
13            ,37                     ,27                  ,1.32
9             ,22                     ,19                  ,1.41
11            ,22                     ,18                  ,1.324
3             ,4                      ,6                   ,1.587
9             ,11                     ,9                   ,1.305
7             ,9                      ,10                  ,1.369
17            ,406                    ,251                 ,1.424
17            ,259                    ,160                 ,1.387
5             ,6                      ,7                   ,1.431
11            ,26                     ,18                  ,1.345
3             ,4                      ,6                   ,1.587
7             ,11                     ,11                  ,1.409
5             ,6                      ,7                   ,1.431
3             ,4                      ,6                   ,1.587
13            ,26                     ,21                  ,1.285
5             ,7                      ,7                   ,1.476
3             ,4                      ,6                   ,1.587
5             ,7                      ,7                   ,1.476
9             ,16                     ,13                  ,1.361
9             ,14                     ,12                  ,1.341
3             ,4                      ,4                   ,1.587
9             ,14                     ,12                  ,1.341
7             ,8                      ,8                   ,1.346
9             ,17                     ,17                  ,1.37
13            ,21                     ,17                  ,1.264
13            ,47                     ,35                  ,1.345
9             ,17                     ,14                  ,1.37
5             ,7                      ,7                   ,1.476
1             ,2                      ,3                   ,2.0
7             ,10                     ,11                  ,1.389
7             ,8                      ,8                   ,1.346
7             ,12                     ,11                  ,1.426
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
11            ,47                     ,36                  ,1.419
9             ,16                     ,14                  ,1.361
7             ,15                     ,12                  ,1.472
5             ,6                      ,7                   ,1.431
11            ,26                     ,20                  ,1.345
9             ,23                     ,20                  ,1.417
5             ,6                      ,7                   ,1.431
5             ,6                      ,5                   ,1.431
7             ,15                     ,12                  ,1.472
3             ,4                      ,6                   ,1.587
7             ,10                     ,11                  ,1.389
7             ,8                      ,8                   ,1.346
7             ,11                     ,11                  ,1.409
7             ,10                     ,11                  ,1.389
15            ,53                     ,37                  ,1.303
9             ,13                     ,12                  ,1.33
5             ,6                      ,7                   ,1.431
average depth ,average expanded nodes ,average fringe size
7.708         ,22.18                  ,17.406              ,1.429
H4 RESULTS
depth         ,expanded_nodes         ,max_fringe_size     ,branching factor
13            ,62                     ,45                  ,1.374
11            ,27                     ,20                  ,1.349
9             ,12                     ,12                  ,1.318
1             ,2                      ,3                   ,2.0
3             ,4                      ,6                   ,1.587
1             ,2                      ,3                   ,2.0
7             ,8                      ,8                   ,1.346
7             ,10                     ,11                  ,1.389
7             ,10                     ,11                  ,1.389
7             ,10                     ,10                  ,1.389
11            ,20                     ,17                  ,1.313
5             ,6                      ,7                   ,1.431
1             ,2                      ,3                   ,2.0
7             ,11                     ,11                  ,1.409
9             ,12                     ,12                  ,1.318
11            ,22                     ,20                  ,1.324
1             ,2                      ,3                   ,2.0
5             ,6                      ,7                   ,1.431
13            ,91                     ,57                  ,1.415
7             ,13                     ,12                  ,1.443
9             ,11                     ,11                  ,1.305
3             ,4                      ,6                   ,1.587
9             ,11                     ,11                  ,1.305
